batch,url,query,screenshot_state,volume,kd,source,note
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-add9,ebadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-add9,ebadd9 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-add9,eadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-add9,eadd9 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-add9,aadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-add9,aadd9 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-add9,bbadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-add9,bbadd9 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-add9,badd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-add9,badd9 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-madd9,dmadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-madd9,dm(add9) piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-madd9,emadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-madd9,em(add9) piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-madd9,fmadd9,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-madd9,fm(add9) piano,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/g-madd9,gmadd9,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/g-madd9,gm(add9) piano,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-madd9,amadd9,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-madd9,am(add9) piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-m7,abm7,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-m7,abm7 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-m7-flat5,abm7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-m7-flat5,a flat minor 7 flat 5 piano,VISIBLE_BLANK,,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-m7-flat5,am7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-m7-flat5,a minor 7 flat 5 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-m7-flat5,bbm7b5,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-m7-flat5,b flat minor 7 flat 5 piano,VISIBLE_BLANK,,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/c-m7-flat5,cm7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/c-m7-flat5,c minor 7 flat 5 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-m7,dbm7,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-m7,dbm7 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-maj7,dbmaj7,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-maj7,dbmaj7 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-m7-flat5,ebm7b5,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-m7-flat5,e flat minor 7 flat 5 piano,VISIBLE_NUMERIC,0,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-m7-flat5,em7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-m7-flat5,e minor 7 flat 5 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-m7-flat5,fm7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-m7-flat5,f minor 7 flat 5 piano,VISIBLE_NUMERIC,0,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-m7-flat5,f#m7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-m7-flat5,f sharp minor 7 flat 5 piano,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-maj7,f#maj7,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-maj7,f#maj7 piano,VISIBLE_NUMERIC,0,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/g-m7-flat5,gm7b5,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/g-m7-flat5,g minor 7 flat 5 piano,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-augmented,abaug chord,VISIBLE_NUMERIC,0,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-augmented,abaug piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-sus2,absus2,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-sus2,absus2 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-sus4,absus4,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/a-flat-sus4,absus4 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-augmented,bbaug chord,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-augmented,bbaug piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-sus2,bbsus2,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-sus2,bbsus2 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-sus4,bbsus4,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/b-flat-sus4,bbsus4 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-augmented,dbaug chord,VISIBLE_NUMERIC,0,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-augmented,dbaug piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-diminished,dbdim chord,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/d-flat-diminished,dbdim piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-augmented,ebaug chord,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-augmented,ebaug piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-sus2,ebsus2,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-sus2,ebsus2 piano,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-sus4,ebsus4,VISIBLE_NUMERIC,20,,422be5a4-6957-47d4-866f-6dd91e0635f9.png;abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-flat-sus4,ebsus4 piano,VISIBLE_NUMERIC,20,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-sus2,esus2,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/e-sus2,esus2 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-augmented,f#aug chord,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-augmented,f#aug piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-sus4,f#sus4,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sharp-sus4,f#sus4 piano,VISIBLE_NUMERIC,10,,abf5f6e3-2c5d-45d0-80d4-a49374d1728e.png,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sus4,fsus4,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
C_LOW_VOLUME_OPTIONAL,/chords/f-sus4,fsus4 piano,NOT_VISIBLE,,,,未显示的行不填0；不阻塞现有记录回填，也不要求再次提交关键词
