url,page_type,family,chord_name,observation_status,best_observed_query,best_observed_query_volume,best_query_kd,intent_fit,piano_intent_status,serp_status,product_value,index_decision,query_row_count,positive_query_count,zero_query_count,empty_query_count,user_reported_count,notes
/chords/b-sus2,detail,Sus2,B Suspended 2nd,OBSERVED_100_PLUS,bsus2 chord,110,10,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/b-sus4,detail,Sus4,B Suspended 4th,OBSERVED_100_PLUS,bsus4 chord,140,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-7,detail,Dominant 7,C Dominant Seventh,OBSERVED_100_PLUS,c7 chord,5400,18,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-add9,detail,Add9,C add9,OBSERVED_100_PLUS,cadd9,4400,26,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-augmented,detail,Augmented,C Augmented,OBSERVED_100_PLUS,c augmented chord,590,4,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-diminished,detail,Diminished,C Diminished,OBSERVED_100_PLUS,c diminished chord,1600,8,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-m7,detail,Minor 7,C Minor Seventh,OBSERVED_100_PLUS,cm7 chord,1000,21,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-m7-flat5,detail,Half-diminished 7,C Half-Diminished Seventh,OBSERVED_1_TO_99,c half diminished chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-madd9,detail,Minor Add9,C minor add9,OBSERVED_1_TO_99,cmadd9,30,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,2,3,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-maj7,detail,Major 7,C Major Seventh,OBSERVED_100_PLUS,cmaj7 chord,2900,20,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-sharp-minor,detail,Minor,C-sharp Minor,OBSERVED_100_PLUS,c sharp minor chord,1600,15,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-sus2,detail,Sus2,C Suspended 2nd,OBSERVED_100_PLUS,csus2 chord,260,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/c-sus4,detail,Sus4,C Suspended 4th,OBSERVED_100_PLUS,csus4 chord,210,10,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-7,detail,Dominant 7,D Dominant Seventh,OBSERVED_100_PLUS,d7 chord,6600,24,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-add9,detail,Add9,D add9,OBSERVED_100_PLUS,dadd9 chord,140,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-augmented,detail,Augmented,D Augmented,OBSERVED_100_PLUS,d augmented chord,390,10,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-diminished,detail,Diminished,D Diminished,OBSERVED_100_PLUS,d diminished chord,880,8,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-7,detail,Dominant 7,D♭ Dominant Seventh,OBSERVED_100_PLUS,db7 chord,260,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-add9,detail,Add9,D-flat add9,OBSERVED_1_TO_99,dbadd9,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,2,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-augmented,detail,Augmented,D♭ Augmented,OBSERVED_1_TO_99,d flat augmented chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,2,1,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-diminished,detail,Diminished,D♭ Diminished,OBSERVED_1_TO_99,d flat diminished chord,90,4,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-m7,detail,Minor 7,D♭ Minor Seventh,OBSERVED_1_TO_99,d flat minor 7 chord,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,3,3,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-m7-flat5,detail,Half-diminished 7,D♭ Half-Diminished Seventh,ZERO_OBSERVED_ONLY,dbm7b5 piano,0,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,0,1,2,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-madd9,detail,Minor Add9,D-flat minor add9,NO_NUMERIC_DATA,,,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,5,0,0,1,2,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-maj7,detail,Major 7,D♭ Major Seventh,OBSERVED_1_TO_99,dbmaj7 chord,40,5,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-major,detail,Major,D-flat Major,OBSERVED_100_PLUS,d flat major chord,880,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-sus2,detail,Sus2,D♭ Suspended 2nd,OBSERVED_1_TO_99,dbsus2,20,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,1,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-flat-sus4,detail,Sus4,D♭ Suspended 4th,OBSERVED_1_TO_99,dbsus4,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,2,1,0,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-m7,detail,Minor 7,D Minor Seventh,OBSERVED_100_PLUS,dm7 chord,3600,17,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-m7-flat5,detail,Half-diminished 7,D Half-Diminished Seventh,OBSERVED_100_PLUS,d half diminished chord,110,8,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-madd9,detail,Minor Add9,D minor add9,OBSERVED_1_TO_99,dm(add9) piano,20,,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,4,2,0,1,1,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-maj7,detail,Major 7,D Major Seventh,OBSERVED_100_PLUS,dmaj7 chord,720,12,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-major,detail,Major,D Major,OBSERVED_100_PLUS,d major chord,4400,25,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-minor,detail,Minor,D Minor,OBSERVED_100_PLUS,d minor chord,12100,15,UNCHECKED,EXPLICIT_PIANO_QUERY_POSITIVE_SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,2,2,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-sus2,detail,Sus2,D Suspended 2nd,OBSERVED_100_PLUS,dsus2 chord,390,7,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/d-sus4,detail,Sus4,D Suspended 4th,OBSERVED_100_PLUS,dsus4 chord,390,8,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-7,detail,Dominant 7,E Dominant Seventh,OBSERVED_100_PLUS,e7 chord,6600,22,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-add9,detail,Add9,E add9,OBSERVED_1_TO_99,eadd9 chord,30,,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
/chords/e-augmented,detail,Augmented,E Augmented,OBSERVED_100_PLUS,e augmented chord,320,6,UNCHECKED,SERP_UNCHECKED,UNCHECKED,NEEDS_REVIEW,NO_AUTOMATIC_CHANGE,1,1,0,0,0,Volume is max observed single-query estimate. Aliases are not summed. Intent is not VERIFIED_SEO.
