url,chord_id,family,formal_name,symbol,current_title,current_h1,current_description,current_intro,metadata_source,h1_source,upstream_protected,generic_query,generic_volume,piano_query,piano_volume,query_source,query_date,related_piano_queries,intent_fit,issue_type,suggested_title,suggested_h1,suggested_description,suggested_intro,breadcrumb_current,family_card_current,current_theory,current_fingering_reason,suggested_keyboard_h2,suggested_formula_h2,suggested_inversions_h2,suggested_practice_h2,suggested_faq_q,suggested_faq_a,suggested_keyboard_help,suggested_fingering,reason,execution_state,applied,article_case_bug,engineering_fingering_copy,in_seed_72,pdf_exists,sound,fingering_verified
/chords/b-flat-major,b-flat-major,major,B-flat Major,B♭,"B-flat Major Piano Chord (B♭): Notes, Inversions & PDF",B-flat Major Piano Chord,"Find the b-flat major chord on piano: B♭, D, F. See keyboard positions, compare three inversions, hear the notes and print a reference.","The B-flat Major chord contains B♭, D, F. Its formula is 1–3–5.",local production HTML,local production HTML h1,false,b flat major chord,1900,,,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,B-flat Major,B-flat Major,,,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/b-flat-minor,b-flat-minor,minor,B-flat Minor,B♭m,"B-flat Minor Piano Chord (B♭m): Notes, Inversions & PDF",B-flat Minor Piano Chord,"Find the b-flat minor chord on piano: B♭, D♭, F. See keyboard positions, compare three inversions, hear the notes and print a reference.","The B-flat Minor chord contains B♭, D♭, F. Its formula is 1–♭3–5.",local production HTML,local production HTML h1,false,b flat minor chord,1000,,,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,B-flat Minor,B-flat Minor,,,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/b-flat-sus2,b-flat-sus2,sus2,B♭ Suspended 2nd,B♭sus2,"B♭sus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",B♭sus2 Chord,"Learn the B♭sus2 chord on piano: B♭, C and F. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","B♭sus2, also called B♭ suspended second, contains B♭, C and F. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,b flat sus2 chord,20,bbsus2 piano,20,83ae1cc2-860b-4772-b640-4d2f8caab6c8.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"B♭sus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",B♭sus2 Chord,"Learn the B♭sus2 chord on piano: B♭, C and F. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","B♭sus2, also called B♭ suspended second, contains B♭, C and F. Use the piano diagram to find the notes, hear the chord and explore its inversions.",B♭sus2 Chord,B♭sus2 Chord,The b♭ suspended 2nd chord replaces the third with a major second.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label B♭sus2 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=B♭sus2 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/b-flat-sus4,b-flat-sus4,sus4,B♭ Suspended 4th,B♭sus4,"B♭sus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",B♭sus4 Chord,"Learn the B♭sus4 chord on piano: B♭, E♭ and F. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","B♭sus4, also called B♭ suspended fourth, contains B♭, E♭ and F. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,bbsus4 chord,20,bbsus4 piano,20,c884c0fa-0b7d-448d-8b50-40f1d4bcb882.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"B♭sus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",B♭sus4 Chord,"Learn the B♭sus4 chord on piano: B♭, E♭ and F. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","B♭sus4, also called B♭ suspended fourth, contains B♭, E♭ and F. Use the piano diagram to find the notes, hear the chord and explore its inversions.",B♭sus4 Chord,B♭sus4 Chord,The b♭ suspended 4th chord replaces the third with a perfect fourth.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label B♭sus4 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=B♭sus4 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/b-m7,b-m7,minor7,B Minor Seventh,Bm7,"Bm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bm7 Chord,"Learn the Bm7 chord on piano: B, D, F♯ and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bm7, also called B minor seventh, contains B, D, F♯ and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,bm7 chord,2400,,,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Bm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bm7 Chord,"Learn the Bm7 chord on piano: B, D, F♯ and A. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bm7, also called B minor seventh, contains B, D, F♯ and A. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Bm7 Chord,Bm7 Chord,A b minor seventh is a minor triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Bm7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Bm7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/b-m7-flat5,b-m7-flat5,halfDiminished7,B Half-Diminished Seventh,Bm7♭5,"B Half-Diminished Chord (Bm7♭5): Piano Notes, Inversions, Sound & PDF",B Half-Diminished Chord (Bm7♭5),"Learn the B Half-Diminished Chord (Bm7♭5) on piano: B, D, F and A. See keyboard diagrams, explore inversions and hear the chord.","B Half-Diminished Chord (Bm7♭5) contains B, D, F and A. The compact symbol Bm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,b half diminished chord,110,,,83ae1cc2-860b-4772-b640-4d2f8caab6c8.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"B Half-Diminished Chord (Bm7♭5): Piano Notes, Inversions, Sound & PDF",B Half-Diminished Chord (Bm7♭5),"Learn the B Half-Diminished Chord (Bm7♭5) on piano: B, D, F and A. See keyboard diagrams, explore inversions and hear the chord.","B Half-Diminished Chord (Bm7♭5) contains B, D, F and A. The compact symbol Bm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",B Half-Diminished Chord (Bm7♭5),B Half-Diminished Chord (Bm7♭5),A b half-diminished seventh is a diminished triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label B Half-Diminished Chord (Bm7♭5) applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=B Half-Diminished Chord (Bm7♭5).,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/b-madd9,b-madd9,minorAdd9,B minor add9,Bm(add9),"Bm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Bm(add9) Piano Chord,"Find Bm(add9) notes (B, D, F♯, C♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","Bm(add9) contains B, D, F♯, C♯. Use 1–♭3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,bmadd9,30,bm(add9) piano,20,c558ba69-a4e7-4194-9d7a-dbaf06ecc1e8.png,2026-09-18,,UNCHECKED,ALREADY_CLEAR,,,,,B minor add9,B minor add9,"Use B, D, F♯, C♯. The formula is 1–♭3–5–9. Keep the D third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with B3 – D4 – F♯4 – C♯5. Then switch to B3 – C♯4 – D4 – F♯4. The C♯ moves down one octave while the other three notes stay in place. Both examples keep B as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled Bm(add9); the inside-the-triad layout is shown with the Bm(add2) notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read B, D, F♯, C♯ as four chord members. The C♯ is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in Bm(add9), in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/b-maj7,b-maj7,major7,B Major Seventh,Bmaj7,"Bmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bmaj7 Chord,"Learn the Bmaj7 chord on piano: B, D♯, F♯ and A♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bmaj7, also called B major seventh, contains B, D♯, F♯ and A♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,bmaj7 chord,210,,,6799485e-be24-41c3-98ca-f6ca2f2975a6.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Bmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bmaj7 Chord,"Learn the Bmaj7 chord on piano: B, D♯, F♯ and A♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bmaj7, also called B major seventh, contains B, D♯, F♯ and A♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Bmaj7 Chord,Bmaj7 Chord,A b major seventh is a major triad plus a major seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Bmaj7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Bmaj7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/b-major,b-major,major,B Major Piano Chord (B),B,"B Major Piano Chord (B): Notes, Inversions & PDF | PianoGrid",B Major Piano Chord (B),"Learn B major on piano with B, D-sharp and F-sharp. Read its bass notes and inversions, try the note exercise and print the reference.","B major consists of B, D-sharp and F-sharp. The chord has a white-key root and two black-key chord tones.",local production HTML,local production HTML h1,false,,,,,,,,UNCHECKED,ALREADY_CLEAR,,,,,B Major Piano Chord (B),B Major Piano Chord (B),,,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,true
/chords/b-minor,b-minor,minor,B Minor,Bm,"B Minor Chord – Piano Notes, Fingering & Inversions | PianoGrid",B Minor Chord,"Learn the B minor chord on piano, including the notes B–D–F♯, fingering, keyboard positions, root position, and inversions.","The B Minor chord contains B, D, F♯. Its formula is 1–♭3–5.",local production HTML + seo-editorial.ts,local production HTML h1,true,b minor chord,18100,b minor chord piano,4400,c45756ea-7b7c-4586-a97c-6d2dc1340942.png,2026-09-17,,UNCHECKED,UPSTREAM_PROTECTED,,,,,B Minor Chord,B Minor Chord,,,,,,,,,,,Approved eight-page TDH from 5fa6cb6 is integrated and kept. Task 11 did not overwrite these fields.,UPSTREAM_PROTECTED,false,false,false,false,true,true,false
/chords/b-sus2,b-sus2,sus2,B Suspended 2nd,Bsus2,"Bsus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bsus2 Chord,"Learn the Bsus2 chord on piano: B, C♯ and F♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bsus2, also called B suspended second, contains B, C♯ and F♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,bsus2 chord,110,,,9647961e-4ab8-4675-bb14-e10b51c8982c.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"Bsus2 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bsus2 Chord,"Learn the Bsus2 chord on piano: B, C♯ and F♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bsus2, also called B suspended second, contains B, C♯ and F♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Bsus2 Chord,Bsus2 Chord,The b suspended 2nd chord replaces the third with a major second.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label Bsus2 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Bsus2 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/b-sus4,b-sus4,sus4,B Suspended 4th,Bsus4,"Bsus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bsus4 Chord,"Learn the Bsus4 chord on piano: B, E and F♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bsus4, also called B suspended fourth, contains B, E and F♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,bsus4 chord,140,,,9647961e-4ab8-4675-bb14-e10b51c8982c.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT,"Bsus4 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Bsus4 Chord,"Learn the Bsus4 chord on piano: B, E and F♯. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Bsus4, also called B suspended fourth, contains B, E and F♯. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Bsus4 Chord,Bsus4 Chord,The b suspended 4th chord replaces the third with a perfect fourth.,No independent fingering dataset is authorized for N2B.,,,,,,,,,Same chordId/symbol. Short label Bsus4 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Bsus4 Chord.,APPLIED_LOCAL,true,false,false,true,true,true,false
/chords/c-7,c-7,dominant7,C Dominant Seventh,C7,"C7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",C7 Chord,"Learn the C7 chord on piano: C, E, G and B♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","C7, also called C dominant seventh, contains C, E, G and B♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,c7 chord,5400,c7 piano,720,c45756ea-7b7c-4586-a97c-6d2dc1340942.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"C7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",C7 Chord,"Learn the C7 chord on piano: C, E, G and B♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","C7, also called C dominant seventh, contains C, E, G and B♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",C7 Chord,C7 Chord,A c dominant seventh is a major triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label C7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=C7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/c-add9,c-add9,add9,C add9,Cadd9,"Cadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Cadd9 Piano Chord,"Find Cadd9 notes (C, E, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","Cadd9 contains C, E, G, D. Use 1–3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,cadd9,4400,cadd9 piano,590,84b938e9-649a-4ad3-91b1-cb2c43d8cb25.png,2026-09-18,,UNCHECKED,ALREADY_CLEAR,,,,,C add9,C add9,"Use C, E, G, D. The formula is 1–3–5–9. Keep the E third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with C3 – E3 – G3 – D4. Then switch to C3 – D3 – E3 – G3. The D moves down one octave while the other three notes stay in place. Both examples keep C as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled Cadd9; the inside-the-triad layout is shown with the Cadd2 notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read C, E, G, D as four chord members. The D is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in Cadd9, in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/c-augmented,c-augmented,augmented,C Augmented,Caug,C Augmented Piano Chord (Caug): Notes & Inversions | PianoGrid,C Augmented Piano Chord,"Find the C augmented chord on piano: C, E, G♯. See three keyboard positions, sound and a printable reference.","The C Augmented chord contains C, E, G♯. Formula: 1–3–♯5.",local production HTML,local production HTML h1,false,c augmented chord,590,c augmented chord piano,70,0d26efa8-bf8c-4209-bd71-cad9933ce78c.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,C Augmented,C Augmented,"The c augmented triad uses a root, major third and augmented fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/c-diminished,c-diminished,diminished,C Diminished,Cdim,C Diminished Piano Chord (Cdim): Notes & Inversions | PianoGrid,C Diminished Piano Chord,"Find the C diminished chord on piano: C, E♭, G♭. See three keyboard positions, sound and a printable reference.","The C Diminished chord contains C, E♭, G♭. Formula: 1–♭3–♭5.",local production HTML,local production HTML h1,false,c diminished chord,1600,c diminished chord piano,480,0d26efa8-bf8c-4209-bd71-cad9933ce78c.png,2026-09-17,,UNCHECKED,ALREADY_CLEAR,,,,,C Diminished,C Diminished,"The c diminished triad uses a root, minor third and diminished fifth.",No independent fingering dataset is authorized for N2B.,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/c-flat-major,c-flat-major,major,C-flat Major Piano Chord (C♭),Cb,"C-flat Major Piano Chord (Cb): Notes, Inversions & PDF",C-flat Major Piano Chord (C♭),"Read C-flat major as C-flat, E-flat and G-flat. Match C-flat4 to the B3 key, compare inversions and print an enharmonic reference.","C-flat major contains C-flat, E-flat and G-flat. On an equal-tempered piano, its pitch classes match B, D-sharp and F-sharp.",local production HTML,local production HTML h1,false,,,,,,,,UNCHECKED,ALREADY_CLEAR,,,,,C-flat Major Piano Chord (C♭),C-flat Major Piano Chord (C♭),,,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/c-m7,c-m7,minor7,C Minor Seventh,Cm7,"Cm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Cm7 Chord,"Learn the Cm7 chord on piano: C, E♭, G and B♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Cm7, also called C minor seventh, contains C, E♭, G and B♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,cm7 chord,1000,cm7 piano,590,b52715f1-e57e-416e-be83-077fcec17be6.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Cm7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Cm7 Chord,"Learn the Cm7 chord on piano: C, E♭, G and B♭. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Cm7, also called C minor seventh, contains C, E♭, G and B♭. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Cm7 Chord,Cm7 Chord,A c minor seventh is a minor triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Cm7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Cm7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
/chords/c-m7-flat5,c-m7-flat5,halfDiminished7,C Half-Diminished Seventh,Cm7♭5,"C Half-Diminished Chord (Cm7♭5): Piano Notes, Inversions, Sound & PDF",C Half-Diminished Chord (Cm7♭5),"Learn the C Half-Diminished Chord (Cm7♭5) on piano: C, E♭, G♭ and B♭. See keyboard diagrams, explore inversions and hear the chord.","C Half-Diminished Chord (Cm7♭5) contains C, E♭, G♭ and B♭. The compact symbol Cm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,c half diminished chord,20,c minor 7 flat 5 piano,20,83ae1cc2-860b-4772-b640-4d2f8caab6c8.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ENGINEERING_FINGERING,"C Half-Diminished Chord (Cm7♭5): Piano Notes, Inversions, Sound & PDF",C Half-Diminished Chord (Cm7♭5),"Learn the C Half-Diminished Chord (Cm7♭5) on piano: C, E♭, G♭ and B♭. See keyboard diagrams, explore inversions and hear the chord.","C Half-Diminished Chord (Cm7♭5) contains C, E♭, G♭ and B♭. The compact symbol Cm7♭5 names the same chord. Use the piano diagram to find the notes, hear the chord and explore its inversions.",C Half-Diminished Chord (Cm7♭5),C Half-Diminished Chord (Cm7♭5),A c half-diminished seventh is a diminished triad plus a minor seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label C Half-Diminished Chord (Cm7♭5) applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=C Half-Diminished Chord (Cm7♭5).,APPLIED_LOCAL,true,false,true,true,true,true,false
/chords/c-madd9,c-madd9,minorAdd9,C minor add9,Cm(add9),"Cm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Cm(add9) Piano Chord,"Find Cm(add9) notes (C, E♭, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.","Cm(add9) contains C, E♭, G, D. Use 1–♭3–5–9 and do not add a seventh.",local production HTML,local production HTML h1,false,cmadd9,30,cm(add9) piano,20,c558ba69-a4e7-4194-9d7a-dbaf06ecc1e8.png,2026-09-18,,UNCHECKED,ALREADY_CLEAR,,,,,C minor add9,C minor add9,"Use C, E♭, G, D. The formula is 1–♭3–5–9. Keep the E♭ third: removing it changes the note collection to a suspended shape. The list above names the chord members. For a specific register, read the octave numbers on the selected example below. Start with C3 – E♭3 – G3 – D4. Then switch to C3 – D3 – E♭3 – G3. The D moves down one octave while the other three notes stay in place. Both examples keep C as the lowest note. This comparison changes spacing, not the bass. It is a pair of reference examples, not a complete inversion catalogue. Here, the higher layout is labelled Cm(add9); the inside-the-triad layout is shown with the Cm(add2) notation hint. This follows the textbook illustration, not a claim that every player uses the labels identically. Musicca also lists add2 as an alternative add9 label. For an exact arrangement, use the written pitches or score. For a note-identification exercise, separate the chord members from their octaves. This page's complete added-note examples include the third and no seventh. A ninth-chord formula includes a seventh; a sus2 collection omits the third. Compare the note lists, not just the number 9 in a symbol. Read C, E♭, G, D as four chord members. The D is the added member; it is not a finger number or a new key signature. Octave numbers such as C4 locate a register. They are separate from scale degrees and finger numbers. First choose the four note names in Cm(add9), in any octave. Next select Match this example and reproduce the specific notes displayed. Correct chord tones in different octaves should receive a spacing hint, not a message that the chord itself is wrong. These browser exercises check your selection on this page, not a performance on an acoustic piano. Fingerings are not supplied; the diagrams are not a prescribed one-hand stretch. The reference brings together the formula, both keyboard layouts and their octave labels. Use it beside your keyboard when comparing the two examples.",,,,,,,,,,Current short or natural name is already clear; not a mechanical Piano-word rewrite.,NO_TDH_CHANGE,false,false,false,false,true,true,false
/chords/c-maj7,c-maj7,major7,C Major Seventh,Cmaj7,"Cmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Cmaj7 Chord,"Learn the Cmaj7 chord on piano: C, E, G and B. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Cmaj7, also called C major seventh, contains C, E, G and B. Use the piano diagram to find the notes, hear the chord and explore its inversions.",local production HTML + chord-detail-seo-copy.ts,local production HTML h1,false,cmaj7 chord,2900,cmaj7 piano,1300,01c176a1-3f22-4499-84e8-03abc737972e.png,2026-09-17,,UNCHECKED,SAME_ENTITY_LABEL_ALIGNMENT|COPY_ARTICLE_CASE|COPY_ENGINEERING_FINGERING,"Cmaj7 Chord: Piano Notes, Inversions, Sound & PDF | PianoGrid",Cmaj7 Chord,"Learn the Cmaj7 chord on piano: C, E, G and B. See keyboard diagrams, explore inversions, hear the chord and practice finding its notes.","Cmaj7, also called C major seventh, contains C, E, G and B. Use the piano diagram to find the notes, hear the chord and explore its inversions.",Cmaj7 Chord,Cmaj7 Chord,A c major seventh is a major triad plus a major seventh.,No independently authorized fingering dataset is provided for N2C.,,,,,,,,"Fingerings are not included on this page. The diagram shows note positions, not a prescribed hand shape.",Same chordId/symbol. Short label Cmaj7 Chord applied locally via CHORD_DETAIL_SEO_COPY and editorial mapping. Music name/notes/URL unchanged. Not committed or published. Seed proposed_display_label=Cmaj7 Chord.,APPLIED_LOCAL,true,true,true,true,true,true,false
