url	kind	batch	inOriginal127	originalId	originalKeyword	originalVolumeUS	implemented	deployed	indexed	evidence	action
/chords/c-minor	detail	original15	True	U082	c minor in piano	260	reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/c-sharp-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/c-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/c-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-major	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-flat-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-major	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/d-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/diminished	category	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-major	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-flat-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-major	detail	original15	True	U080	piano e chord	590	reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/e-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-major	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-major	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sharp-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/f-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/finder	support	original15	True	U086	chord finder piano	1300	reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-add9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-augmented	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-diminished	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-m7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-m7-flat5	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-madd9	detail	N2D_v2	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-maj7	detail	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-major	detail	original15	True	U084	g chord piano		reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-sharp-minor	detail	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-sus2	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/g-sus4	detail	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/major	category	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/minor	category	N1	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/seventh	category	N2C	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/chords/suspended	category	N2B	False				reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/guide/piano-chords	support	original15	True	U117	how to play chords on piano	1900	reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
/keyboard-notes/finger-numbers	support	original15	True	U071	piano fingering chart	1300	reported_implemented	not_independently_verified	unknown	delivery manifest + user RESULT through N2D_v2; not local-repo inspection	preserve_URL_and_correct_content
