url,page_type,family,subtype,root,display_name,current_title,current_h1,current_description,sitemap,indexable,canonical,original_plan_url,original_keyword,original_volume_us,keyword_source,current_target_keyword,current_volume_us,volume_status,generated_after_original_plan,visible_entry,entry_path,click_depth,recommendation,notes
/chords/c-add9,detail,add9,add9,C,C add9,"Cadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Cadd9 Piano Chord,"Find Cadd9 notes (C, E, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/c-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c add9 piano chord,,NO_DATA,true,true,/chords → Add9 → C add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-add9,detail,add9,add9,D♭,D-flat add9,"D♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",D♭add9 Piano Chord,"Find D♭add9 notes (D♭, F, A♭, E♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/d-flat-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d-flat add9 piano chord,,NO_DATA,true,true,/chords → Add9 → D-flat add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-add9,detail,add9,add9,D,D add9,"Dadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Dadd9 Piano Chord,"Find Dadd9 notes (D, F♯, A, E), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/d-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d add9 piano chord,,NO_DATA,true,true,/chords → Add9 → D add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-add9,detail,add9,add9,E♭,E-flat add9,"E♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",E♭add9 Piano Chord,"Find E♭add9 notes (E♭, G, B♭, F), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/e-flat-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e-flat add9 piano chord,,NO_DATA,true,true,/chords → Add9 → E-flat add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-add9,detail,add9,add9,E,E add9,"Eadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Eadd9 Piano Chord,"Find Eadd9 notes (E, G♯, B, F♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/e-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e add9 piano chord,,NO_DATA,true,true,/chords → Add9 → E add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-add9,detail,add9,add9,F,F add9,"Fadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Fadd9 Piano Chord,"Find Fadd9 notes (F, A, C, G), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/f-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f add9 piano chord,,NO_DATA,true,true,/chords → Add9 → F add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-add9,detail,add9,add9,F♯,F-sharp add9,"F♯add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",F♯add9 Piano Chord,"Find F♯add9 notes (F♯, A♯, C♯, G♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/f-sharp-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f-sharp add9 piano chord,,NO_DATA,true,true,/chords → Add9 → F-sharp add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-add9,detail,add9,add9,G,G add9,"Gadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Gadd9 Piano Chord,"Find Gadd9 notes (G, B, D, A), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/g-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g add9 piano chord,,NO_DATA,true,true,/chords → Add9 → G add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-add9,detail,add9,add9,A♭,A-flat add9,"A♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",A♭add9 Piano Chord,"Find A♭add9 notes (A♭, C, E♭, B♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/a-flat-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a-flat add9 piano chord,,NO_DATA,true,true,/chords → Add9 → A-flat add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-add9,detail,add9,add9,A,A add9,"Aadd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Aadd9 Piano Chord,"Find Aadd9 notes (A, C♯, E, B), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/a-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a add9 piano chord,,NO_DATA,true,true,/chords → Add9 → A add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-flat-add9,detail,add9,add9,B♭,B-flat add9,"B♭add9 Piano Chord: Notes, Voicings & Practice | PianoGrid",B♭add9 Piano Chord,"Find B♭add9 notes (B♭, D, F, C), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/b-flat-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b-flat add9 piano chord,,NO_DATA,true,true,/chords → Add9 → B-flat add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-add9,detail,add9,add9,B,B add9,"Badd9 Piano Chord: Notes, Voicings & Practice | PianoGrid",Badd9 Piano Chord,"Find Badd9 notes (B, D♯, F♯, C♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/b-add9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b add9 piano chord,,NO_DATA,true,true,/chords → Add9 → B add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/c-madd9,detail,minorAdd9,minorAdd9,C,C minor add9,"Cm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Cm(add9) Piano Chord,"Find Cm(add9) notes (C, E♭, G, D), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/c-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,c minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → C minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-flat-madd9,detail,minorAdd9,minorAdd9,D♭,D-flat minor add9,"D♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",D♭m(add9) Piano Chord,"Find D♭m(add9) notes (D♭, F♭, A♭, E♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/d-flat-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d-flat minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → D-flat minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/d-madd9,detail,minorAdd9,minorAdd9,D,D minor add9,"Dm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Dm(add9) Piano Chord,"Find Dm(add9) notes (D, F, A, E), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/d-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,d minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → D minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-flat-madd9,detail,minorAdd9,minorAdd9,E♭,E-flat minor add9,"E♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",E♭m(add9) Piano Chord,"Find E♭m(add9) notes (E♭, G♭, B♭, F), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/e-flat-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e-flat minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → E-flat minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/e-madd9,detail,minorAdd9,minorAdd9,E,E minor add9,"Em(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Em(add9) Piano Chord,"Find Em(add9) notes (E, G, B, F♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/e-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,e minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → E minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-madd9,detail,minorAdd9,minorAdd9,F,F minor add9,"Fm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Fm(add9) Piano Chord,"Find Fm(add9) notes (F, A♭, C, G), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/f-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → F minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/f-sharp-madd9,detail,minorAdd9,minorAdd9,F♯,F-sharp minor add9,"F♯m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",F♯m(add9) Piano Chord,"Find F♯m(add9) notes (F♯, A, C♯, G♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/f-sharp-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,f-sharp minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → F-sharp minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/g-madd9,detail,minorAdd9,minorAdd9,G,G minor add9,"Gm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Gm(add9) Piano Chord,"Find Gm(add9) notes (G, B♭, D, A), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/g-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,g minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → G minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-madd9,detail,minorAdd9,minorAdd9,A♭,A-flat minor add9,"A♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",A♭m(add9) Piano Chord,"Find A♭m(add9) notes (A♭, C♭, E♭, B♭), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/a-flat-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a-flat minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → A-flat minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-madd9,detail,minorAdd9,minorAdd9,A,A minor add9,"Am(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Am(add9) Piano Chord,"Find Am(add9) notes (A, C, E, B), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/a-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → A minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-flat-madd9,detail,minorAdd9,minorAdd9,B♭,B-flat minor add9,"B♭m(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",B♭m(add9) Piano Chord,"Find B♭m(add9) notes (B♭, D♭, F, C), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/b-flat-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b-flat minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → B-flat minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-madd9,detail,minorAdd9,minorAdd9,B,B minor add9,"Bm(add9) Piano Chord: Notes, Voicings & Practice | PianoGrid",Bm(add9) Piano Chord,"Find Bm(add9) notes (B, D, F♯, C♯), compare two keyboard layouts, hear each one and practise chord tones or an exact voicing.",true,"index,follow",https://pianogrid.com/chords/b-madd9,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b minor add9 piano chord,,NO_DATA,true,true,/chords → Minor Add9 → B minor add9,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-7,detail,dominant7,dominant7,A,A Dominant Seventh,A Dominant Seventh Piano Chord (A7): Notes & Inversions,A Dominant Seventh Piano Chord,"Find the a dominant seventh chord on piano: A, C♯, E, G. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → A Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-7,detail,dominant7,dominant7,A♭,A♭ Dominant Seventh,A♭ Dominant Seventh Piano Chord (A♭7): Notes & Inversions,A♭ Dominant Seventh Piano Chord,"Find the a♭ dominant seventh chord on piano: A♭, C, E♭, G♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → A♭ Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-m7,detail,minor7,minor7,A♭,A♭ Minor Seventh,A♭ Minor Seventh Piano Chord (A♭m7): Notes & Inversions,A♭ Minor Seventh Piano Chord,"Find the a♭ minor seventh chord on piano: A♭, C♭, E♭, G♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → A♭ Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-m7-flat5,detail,halfDiminished7,halfDiminished7,A♭,A♭ Half-Diminished Seventh,A♭ Half-Diminished Seventh Piano Chord (A♭m7♭5): Notes & Inversions,A♭ Half-Diminished Seventh Piano Chord,"Find the a♭ half-diminished seventh chord on piano: A♭, C♭, E𝄫, G♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → A♭ Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-flat-maj7,detail,major7,major7,A♭,A♭ Major Seventh,A♭ Major Seventh Piano Chord (A♭maj7): Notes & Inversions,A♭ Major Seventh Piano Chord,"Find the a♭ major seventh chord on piano: A♭, C, E♭, G. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-flat-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a♭ major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → A♭ Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-m7,detail,minor7,minor7,A,A Minor Seventh,A Minor Seventh Piano Chord (Am7): Notes & Inversions,A Minor Seventh Piano Chord,"Find the a minor seventh chord on piano: A, C, E, G. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → A Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-m7-flat5,detail,halfDiminished7,halfDiminished7,A,A Half-Diminished Seventh,A Half-Diminished Seventh Piano Chord (Am7♭5): Notes & Inversions,A Half-Diminished Seventh Piano Chord,"Find the a half-diminished seventh chord on piano: A, C, E♭, G. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-m7-flat5,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a half-diminished seventh chord piano,,NO_DATA,true,true,/chords → Half-diminished 7 → A Half-Diminished Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/a-maj7,detail,major7,major7,A,A Major Seventh,A Major Seventh Piano Chord (Amaj7): Notes & Inversions,A Major Seventh Piano Chord,"Find the a major seventh chord on piano: A, C♯, E, G♯. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/a-maj7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,a major seventh chord piano,,NO_DATA,true,true,/chords → Major 7 → A Major Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-7,detail,dominant7,dominant7,B,B Dominant Seventh,B Dominant Seventh Piano Chord (B7): Notes & Inversions,B Dominant Seventh Piano Chord,"Find the b dominant seventh chord on piano: B, D♯, F♯, A. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → B Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-flat-7,detail,dominant7,dominant7,B♭,B♭ Dominant Seventh,B♭ Dominant Seventh Piano Chord (B♭7): Notes & Inversions,B♭ Dominant Seventh Piano Chord,"Find the b♭ dominant seventh chord on piano: B♭, D, F, A♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-flat-7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b♭ dominant seventh chord piano,,NO_DATA,true,true,/chords → Dominant 7 → B♭ Dominant Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
/chords/b-flat-m7,detail,minor7,minor7,B♭,B♭ Minor Seventh,B♭ Minor Seventh Piano Chord (B♭m7): Notes & Inversions,B♭ Minor Seventh Piano Chord,"Find the b♭ minor seventh chord on piano: B♭, D♭, F, A♭. See four positions, keyboard notes, sound and a printable reference.",true,"index,follow",https://pianogrid.com/chords/b-flat-m7,,,,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,b♭ minor seventh chord piano,,NO_DATA,true,true,/chords → Minor 7 → B♭ Minor Seventh,2,KEEP_REFERENCE,Later taxonomy/product-completion detail. Keep as chord-library reference until keyword check. Detail Title/H1 not changed in this round.
